iter	RMSE
317	32.99469573
318	32.98041481
319	32.9784419
320	32.96316645
321	32.95690946
322	32.95538083
323	32.94714401
324	32.94566853
325	32.94388708
326	32.94239574
327	32.9411221
328	32.93552456
329	32.93429374
330	32.92908277
331	32.9094656
332	32.90816231
333	32.9068914
334	32.89994833
335	32.89793285
336	32.87401212
337	32.87278168
338	32.86050325
339	32.84879086
340	32.84635276
341	32.83863711
342	32.82297993
343	32.80743216
344	32.79050896
345	32.7639627
346	32.75801564
347	32.74802503
348	32.73177629
349	32.71884374
350	32.71770166
351	32.70289341
352	32.69659155
353	32.69470288
354	32.68009026
355	32.67905852
356	32.66423028
357	32.64892014
358	32.62963909
359	32.62622641
360	32.62071
361	32.61032
362	32.6092242
363	32.59821454
364	32.59729555
365	32.59072264
366	32.58895976
367	32.58733429
368	32.5629113
369	32.54236894
370	32.53530589
371	32.51962011
372	32.5180495
373	32.50538368
374	32.49029436
375	32.4789111
376	32.4689661
377	32.46581707
378	32.4607253
379	32.44687139
380	32.44079851
381	32.42723867
382	32.41216482
383	32.40609311
384	32.38249364
385	32.36648501
386	32.35795911
387	32.35195368
388	32.33540598
389	32.33458728
390	32.333783
391	32.32215601
392	32.30801524
393	32.30719683
394	32.2950335
395	32.29365089
396	32.28066539
397	32.27962398
398	32.26743041
399	32.26664171
400	32.2591206
401	32.24383502
402	32.22854279
403	32.22777299
404	32.21363554
405	32.21288328
406	32.20663907
407	32.19569351
408	32.18645942
409	32.17522035
410	32.16402222
411	32.15262114
412	32.14291858
413	32.12763966
414	32.120215
415	32.11126874
416	32.10235638
417	32.09354133
418	32.09203994
419	32.08559454
420	32.0747439
421	32.06535714
422	32.05220631
423	32.03246363
424	32.01979805
425	32.01580209
426	32.0012917
427	31.99741981
428	31.99617526
429	31.9833499
430	31.98251283
431	31.9813331
432	31.97639127
433	31.96315262
434	31.9578595
435	31.95060108
436	31.93419025
437	31.90810716
438	31.90740349
439	31.89886381
440	31.88517317
441	31.88430291
442	31.87314984
443	31.85635324
444	31.84661905
445	31.84237066
446	31.84098529
447	31.8403215
448	31.82683295
449	31.81393527
450	31.79810568
451	31.7909738
452	31.78465685
453	31.77756644
454	31.770397
455	31.76273836
456	31.75408095
457	31.75343574
458	31.75073029
459	31.74360853
460	31.74276839
461	31.72304702
462	31.71520974
463	31.70873056
464	31.68551541
465	31.67836777
466	31.67162317
467	31.67048903
468	31.66256615
469	31.65272937
470	31.63732834
471	31.63620694
472	31.63270668
473	31.62036694
474	31.60122305
475	31.59252372
476	31.58661897
477	31.58223237
478	31.58102843
479	31.57405078
480	31.56757308
481	31.55976107
482	31.54639003
483	31.5433671
484	31.54037124
485	31.52565072
486	31.51337062
487	31.51265017
488	31.49870358
489	31.49753821
490	31.48860331
491	31.47179578
492	31.46265713
493	31.44874382
494	31.44360639
495	31.43540754
496	31.42928298
497	31.41913642
498	31.40319412
499	31.40016338
500	31.39408676
501	31.3883802
502	31.38503849
503	31.367665
504	31.34976403
505	31.34906427
506	31.34613728
507	31.33797244
508	31.33055584
509	31.32962734
510	31.32620274
511	31.31882615
512	31.30255156
513	31.29602606
514	31.29065924
515	31.27516305
516	31.26942332
517	31.25596231
518	31.25045477
519	31.24362642
520	31.23608399
521	31.225248
522	31.22116082
523	31.21333231
524	31.21251692
525	31.21175167
526	31.2108124
527	31.19592843
528	31.17966968
529	31.17884373
530	31.17497428
531	31.16733128
532	31.16485269
533	31.16190153
534	31.14056562
535	31.13402326
536	31.12734243
537	31.11855276
538	31.11598863
539	31.10821198
540	31.10219014
541	31.09962995
542	31.09907073
543	31.09374058
544	31.08338167
545	31.08111642
546	31.06249684
547	31.05619494
548	31.04943971
549	31.04872153
550	31.03891443
551	31.03076751
552	31.02528676
553	31.01601257
554	31.01029042
555	30.99434289
556	30.98469006
557	30.98398463
558	30.96420036
559	30.96351428
560	30.959452
561	30.95691654
562	30.94375803
563	30.93689595
564	30.9238391
565	30.91865079
566	30.91441957
567	30.91003069
568	30.90697714
569	30.89637725
570	30.89338979
571	30.89102684
572	30.89047496
573	30.88278122
574	30.8753474
575	30.86846516
576	30.85451264
577	30.85359744
578	30.84556306
579	30.84328623
580	30.83638534
581	30.83227568
582	30.82206376
583	30.81663454
584	30.81280026
585	30.80833309
586	30.80625434
587	30.79642967
588	30.79569533
589	30.79512131
590	30.78398564
591	30.77056165
592	30.7619271
593	30.74862757
594	30.7446523
595	30.74263489
596	30.74023352
597	30.73464467
598	30.72552455
599	30.71998822
600	30.71073646
601	30.69773979
602	30.68351998
603	30.67904115
604	30.66666106
605	30.6660343
606	30.6551163
607	30.64552699
608	30.64490893
609	30.64025662
610	30.6307777
611	30.624285
612	30.61712889
613	30.61637154
614	30.61183405
615	30.60909673
616	30.60070434
617	30.59994166
618	30.59413302
619	30.58862785
620	30.58796295
621	30.57630472
622	30.57523306
623	30.56824541
624	30.55643734
625	30.54842156
626	30.54199405
627	30.54141655
628	30.53605357
629	30.52288731
630	30.52219041
631	30.52158211
632	30.51707327
633	30.51640291
634	30.5070856
635	30.49738951
636	30.49012633
637	30.48365559
638	30.47499595
639	30.46705143
640	30.45713668
641	30.45447495
642	30.44349777
643	30.43667541
644	30.42504375
645	30.41897174
646	30.40602783
647	30.40245295
648	30.38795361
649	30.38044985
650	30.37281795
651	30.36781932
652	30.35550768
653	30.35055359
654	30.34625009
655	30.33968224
656	30.32859344
657	30.32815997
658	30.32316299
659	30.31922577
660	30.31854409
661	30.31525754
662	30.30752368
663	30.3044506
664	30.29773602
665	30.2968135
666	30.29509817
667	30.29455581
668	30.29045282
669	30.28286683
670	30.28091446
671	30.27297643
672	30.26193276
673	30.24431339
674	30.2329945
675	30.21967793
676	30.21907858
677	30.21426562
678	30.20613301
679	30.20085782
680	30.19497651
681	30.19030655
682	30.183923
683	30.18339672
684	30.18298936
685	30.17782269
686	30.17554355
687	30.17279932
688	30.16667733
689	30.1608323
690	30.16021539
691	30.15662632
692	30.15451795
693	30.15396338
694	30.14533409
695	30.13241972
696	30.12201929
697	30.11094356
698	30.11051674
699	30.10427076
700	30.1032092
701	30.09960111
702	30.09772115
703	30.08822628
704	30.0750473
705	30.07463353
706	30.07382095
707	30.07342837
708	30.07044773
709	30.06528199
710	30.04617995
711	30.04055701
712	30.02540705
713	30.02346745
714	30.01106611
715	30.00518708
716	29.99593446
717	29.98801254
718	29.98741723
719	29.97262043
720	29.95642846
721	29.94703879
722	29.94086307
723	29.9334956
724	29.93306464
725	29.93084672
726	29.92585689
727	29.92417536
728	29.92373406
729	29.91374082
730	29.91217469
731	29.90142066
732	29.90109655
733	29.89720241
734	29.89673689
735	29.88645025
736	29.87640892
737	29.86940815
738	29.86905772
739	29.86556536
740	29.86263004
741	29.8542606
742	29.84544246
743	29.83853416
744	29.83473865
745	29.83259507
746	29.82405563
747	29.81660133
748	29.80809646
749	29.80775854
750	29.8018574
751	29.79998578
752	29.79299202
753	29.79131903
754	29.78729003
755	29.7751692
756	29.76882026
757	29.7625638
758	29.76227378
759	29.76197882
760	29.75705634
761	29.75665883
762	29.75466735
763	29.7469837
764	29.74223659
765	29.74010669
766	29.73715943
767	29.73682945
768	29.72741626
769	29.72267919
770	29.71599448
771	29.71033349
772	29.70874649
773	29.70129914
774	29.68841893
775	29.68242328
776	29.67363515
777	29.66488392
778	29.66451113
779	29.65855364
780	29.65196608
781	29.646389
782	29.64401154
783	29.64357074
784	29.64169137
785	29.63459731
786	29.63367664
787	29.63331985
788	29.62918403
789	29.62752853
790	29.62214211
791	29.61761066
792	29.61300173
793	29.6058675
794	29.60337985
795	29.60004272
796	29.59363755
797	29.58446314
798	29.58081653
799	29.5736358
800	29.57078523
801	29.56517164
802	29.55811604
803	29.54698945
804	29.53963659
805	29.53927993
806	29.53798565
807	29.53440127
808	29.52679673
809	29.51314295
810	29.50922551
811	29.50077487
812	29.49504919
813	29.49465913
814	29.48604444
815	29.48366293
816	29.47971367
817	29.47944768
818	29.46600081
819	29.4636431
820	29.45837326
821	29.45122281
822	29.45087764
823	29.44548201
824	29.44410713
825	29.44379518
826	29.44112884
827	29.43871392
828	29.43846322
829	29.43084083
830	29.42621726
831	29.41857095
832	29.41227122
833	29.40700583
834	29.4044579
835	29.40296851
836	29.40231445
837	29.40176425
838	29.39625632
839	29.39587898
840	29.39291305
841	29.39261775
842	29.39120219
843	29.39090627
844	29.38126826
845	29.37302327
846	29.3696314
847	29.36624915
848	29.36597393
849	29.35996374
850	29.35361314
851	29.35165126
852	29.35032296
853	29.3417926
854	29.33515948
855	29.32343166
856	29.31622815
857	29.31593575
858	29.30989894
859	29.30725343
860	29.29887623
861	29.2954456
862	29.29181585
863	29.28750761
864	29.28728702
865	29.28302564
866	29.26882393
867	29.26315538
868	29.25849731
869	29.25318368
870	29.24347877
871	29.2432026
872	29.23991784
873	29.23963239
874	29.22989319
875	29.22748023
876	29.22009658
877	29.21332855
878	29.2103404
879	29.20582853
880	29.2055522
881	29.20521874
882	29.20339592
883	29.20316968
884	29.19766844
885	29.19234918
886	29.19043146
887	29.19018047
888	29.18590279
889	29.18564705
890	29.18387101
891	29.17513185
892	29.16867195
893	29.1684337
894	29.16244375
895	29.15930744
896	29.15280023
897	29.14510508
898	29.13974477
899	29.13208987
900	29.13184918
901	29.11767784
902	29.11515519
903	29.10270646
904	29.09578287
905	29.09466929
906	29.09439292
907	29.08965263
908	29.08942737
909	29.08847487
910	29.08094831
911	29.07056274
912	29.06806793
913	29.05986758
914	29.05495542
915	29.04258927
916	29.03780882
917	29.0375628
918	29.03326178
919	29.02733816
920	29.02704602
921	29.02540859
922	29.01447472
923	29.0118555
924	29.00312703
925	29.00205869
926	28.99906097
927	28.9988392
928	28.99515758
929	28.99496807
930	28.98606556
931	28.98187583
932	28.97761553
933	28.97320023
934	28.96561058
935	28.95472224
936	28.94834642
937	28.9466855
938	28.94073936
939	28.94047837
940	28.93183365
941	28.92216108
942	28.91842761
943	28.91087037
944	28.90566953
945	28.89801627
946	28.89771506
947	28.88983076
948	28.88619615
949	28.88129067
950	28.87910392
951	28.870641
952	28.86724008
953	28.85468444
954	28.84321392
955	28.83913227
956	28.83362898
957	28.83067401
958	28.82221142
959	28.81593602
960	28.81357568
961	28.80392691
962	28.79663949
963	28.78609539
964	28.78045694
965	28.77524466
966	28.77339989
967	28.77071849
968	28.76415179
969	28.75910292
970	28.75495424
971	28.75202984
972	28.74876348
973	28.74207881
974	28.73461955
975	28.73439705
976	28.73360767
977	28.73329741
978	28.71614362
979	28.71311201
980	28.70795946
981	28.70688928
982	28.70189724
983	28.70093141
984	28.68599638
985	28.68034732
986	28.68011831
987	28.67093583
988	28.66418907
989	28.66399647
990	28.66101884
991	28.65656322
992	28.65116663
993	28.643357
994	28.63969757
995	28.63940966
996	28.63554593
997	28.63530329
998	28.6323333
999	28.6273099
