Team,Age,Wins,Losses,Year,Playoff,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,3PAr,eFG%,FT,FTA,FT%,TS%,AST,ORB,TRB,PTS,MOV,ORtg,DRtg,Pace,TOV%,ORB%,Finals_Rk
New Orleans Pelicans,25.3,45,37,2015,True,37.9,82.9,45.7,30.8,63.6,48.4,7.1,19.3,37.0,23.3,50.1,16.4,21.8,75.1,53.7,22.0,11.5,43.5,99.4,0.79,108.2,107.3,91.4,12.5,27.1,Knocked Out
Washington Wizards,28.6,46,36,2015,True,38.3,82.8,46.2,32.2,66.0,48.8,6.1,16.8,36.0,20.3,49.9,15.9,21.4,74.2,53.400000000000006,24.0,10.5,44.7,98.5,0.72,103.7,103.0,93.7,14.0,24.9,Knocked Out
Milwaukee Bucks,24.6,41,41,2015,True,37.6,82.0,45.9,31.0,63.7,48.6,6.6,18.3,36.3,22.3,49.9,16.0,21.1,75.7,53.6,23.6,10.7,42.1,97.8,0.43,102.7,102.2,94.1,15.5,25.4,Knocked Out
Indiana Pacers,28.3,38,44,2015,False,36.6,83.2,43.9,29.1,62.0,46.9,7.5,21.2,35.199999999999996,25.5,48.4,16.7,22.2,75.6,52.300000000000004,21.4,10.4,44.9,97.3,0.28,103.5,103.2,93.2,13.1,24.0,Never Qualified
Utah Jazz,23.4,38,44,2015,False,35.4,79.2,44.7,27.9,57.5,48.6,7.4,21.7,34.300000000000004,27.400000000000002,49.4,17.0,23.5,72.1,53.1,19.9,12.0,44.0,95.1,0.22,105.1,104.9,90.4,14.6,29.1,Never Qualified
Boston Celtics,25.0,40,42,2015,True,38.9,87.9,44.3,30.9,63.3,48.8,8.0,24.6,32.7,28.000000000000004,48.9,15.4,20.5,75.4,52.300000000000004,24.5,11.1,43.8,101.4,0.16,104.7,104.5,95.8,12.5,24.7,Knocked Out
Phoenix Suns,25.7,39,43,2015,False,38.8,85.8,45.2,30.2,60.9,49.7,8.5,25.0,34.1,29.099999999999998,50.1,16.4,21.5,76.0,53.7,20.2,10.9,43.2,102.4,-0.9,105.3,106.2,96.3,13.7,24.5,Never Qualified
Detroit Pistons,25.9,32,50,2015,False,37.1,85.8,43.2,28.5,60.9,46.800000000000004,8.6,24.9,34.4,28.999999999999996,48.199999999999996,15.8,22.4,70.3,51.5,21.6,12.8,44.9,98.5,-1.0,105.3,106.4,92.8,12.3,27.7,Never Qualified
Miami Heat,28.5,37,45,2015,False,35.2,77.2,45.6,28.4,57.0,49.9,6.8,20.2,33.5,26.200000000000003,50.0,17.5,23.7,74.1,54.0,19.8,9.1,39.1,94.7,-2.6,103.9,106.7,90.9,14.5,23.2,Never Qualified
Brooklyn Nets,28.6,38,44,2015,True,37.4,83.0,45.1,30.8,63.1,48.9,6.6,19.9,33.1,24.0,49.1,16.6,22.2,74.8,52.900000000000006,20.9,10.3,42.4,98.0,-2.88,104.4,107.4,92.7,13.0,23.9,Knocked Out
Charlotte Hornets,26.0,33,49,2015,False,35.5,84.5,42.0,29.5,65.4,45.0,6.1,19.1,31.8,22.6,45.6,17.0,22.8,74.8,49.8,20.2,10.0,44.1,94.2,-3.17,100.1,103.5,93.0,11.2,22.1,Never Qualified
Denver Nuggets,26.4,30,52,2015,False,37.8,87.3,43.3,29.7,62.5,47.599999999999994,8.0,24.8,32.5,28.4,47.9,17.8,24.3,73.4,51.800000000000004,21.8,12.3,44.7,101.5,-3.55,104.5,108.2,96.1,12.7,26.6,Never Qualified
Sacramento Kings,26.0,29,53,2015,False,36.7,80.7,45.5,31.1,64.2,48.4,5.6,16.5,34.1,20.4,49.0,22.3,29.3,76.2,54.2,20.3,10.9,44.2,101.3,-3.71,105.3,109.2,95.4,14.8,26.5,Never Qualified
Orlando Magic,24.3,25,57,2015,False,37.5,82.8,45.300000000000004,30.8,63.3,48.6,6.8,19.5,34.699999999999996,23.5,49.4,13.9,19.1,72.89999999999999,52.400000000000006,20.6,10.0,41.8,95.7,-5.72,101.6,107.7,93.8,14.0,23.1,Never Qualified
Los Angeles Lakers,27.0,21,61,2015,False,37.2,85.6,43.5,30.8,66.8,46.1,6.5,18.9,34.4,22.0,47.3,17.5,23.6,74.1,51.300000000000004,20.9,11.6,43.9,98.5,-6.84,103.4,110.6,94.0,12.1,25.4,Never Qualified
Minnesota Timberwolves,24.4,16,66,2015,False,36.4,83.2,43.8,31.5,68.3,46.1,5.0,14.9,33.2,17.9,46.800000000000004,20.0,25.7,77.60000000000001,51.7,21.6,11.6,40.9,97.8,-8.79,102.9,112.2,94.4,13.7,26.6,Never Qualified
Philadelphia 76ers,23.2,18,64,2015,False,33.7,82.6,40.8,25.3,56.3,44.9,8.4,26.3,32.0,31.900000000000002,45.9,16.1,23.8,67.60000000000001,49.4,20.5,11.9,42.9,92.0,-8.98,95.5,104.8,95.7,16.0,25.5,Never Qualified
New York Knicks,26.9,17,65,2015,False,35.1,82.0,42.8,28.3,62.3,45.4,6.8,19.7,34.699999999999996,24.0,47.0,14.8,19.2,76.9,50.8,21.3,10.6,40.4,91.9,-9.32,99.9,110.0,91.2,14.0,24.5,Never Qualified
San Antonio Spurs,30.3,67,15,2016,True,40.1,82.9,48.4,33.2,64.4,51.5,7.0,18.5,37.5,22.3,52.6,16.4,20.4,80.30000000000001,56.39999999999999,24.5,9.4,43.9,103.5,10.63,110.3,99.0,93.8,12.4,23.0,Knocked Out
Golden State Warriors,27.4,73,9,2016,True,42.5,87.3,48.699999999999996,29.4,55.7,52.800000000000004,13.1,31.6,41.6,36.199999999999996,56.3,16.7,21.8,76.3,59.3,28.9,10.0,46.2,114.9,10.76,114.5,103.8,99.3,13.5,23.5,Runner-Up
Oklahoma City Thunder,25.8,55,27,2016,True,41.1,86.4,47.599999999999994,32.9,62.6,52.400000000000006,8.3,23.7,34.9,27.500000000000004,52.400000000000006,19.7,25.2,78.2,56.49999999999999,23.0,13.1,48.6,110.2,7.28,113.1,105.6,96.7,14.0,31.1,Knocked Out
Cleveland Cavaliers,28.1,57,25,2016,True,38.7,84.0,46.0,27.9,54.4,51.4,10.7,29.6,36.199999999999996,35.199999999999996,52.400000000000006,16.3,21.7,74.8,55.800000000000004,22.7,10.6,44.5,104.3,6.0,110.9,104.5,93.3,12.7,25.1,Champion
Toronto Raptors,26.3,56,26,2016,True,36.7,81.3,45.1,28.0,58.0,48.3,8.6,23.4,37.0,28.7,50.4,20.8,26.7,77.7,55.2,18.7,10.2,43.4,102.7,4.5,110.0,105.2,92.9,12.3,24.6,Knocked Out
Los Angeles Clippers,29.7,53,29,2016,True,38.3,82.4,46.5,28.6,55.7,51.300000000000004,9.7,26.7,36.4,32.4,52.400000000000006,18.2,26.2,69.19999999999999,55.60000000000001,22.8,8.8,42.0,104.5,4.28,108.3,103.8,95.8,12.1,20.1,Knocked Out
Atlanta Hawks,28.2,48,34,2016,True,38.6,84.4,45.800000000000004,28.7,56.1,51.2,9.9,28.4,35.0,33.6,51.6,15.6,20.0,78.3,55.2,25.6,8.3,42.1,102.8,3.61,105.1,101.4,97.1,13.8,19.1,Knocked Out
Boston Celtics,25.2,48,34,2016,True,39.2,89.2,43.9,30.5,63.1,48.3,8.7,26.1,33.5,29.299999999999997,48.8,18.5,23.5,78.8,53.1,24.2,11.6,44.9,105.7,3.21,106.8,103.6,98.5,12.1,25.1,Knocked Out
Charlotte Hornets,26.0,48,34,2016,True,37.0,84.4,43.9,26.4,55.0,47.9,10.6,29.4,36.199999999999996,34.8,50.2,18.7,23.7,79.0,54.50000000000001,21.7,9.0,43.9,103.4,2.72,107.1,104.3,95.7,11.7,20.0,Knocked Out
Utah Jazz,24.2,40,42,2016,False,36.1,80.4,44.9,27.6,56.5,48.8,8.5,23.9,35.5,29.7,50.1,17.1,23.0,74.4,54.0,19.0,10.7,43.2,97.7,1.79,105.9,103.9,91.0,14.2,25.9,Never Qualified
Miami Heat,28.4,48,34,2016,True,38.4,81.7,47.0,32.3,63.6,50.8,6.1,18.0,33.6,22.1,50.8,17.1,23.0,74.4,54.50000000000001,20.8,9.8,44.1,100.0,1.65,106.1,104.4,93.6,13.3,23.8,Knocked Out
Indiana Pacers,26.9,45,37,2016,True,38.3,85.2,45.0,30.2,62.1,48.6,8.1,23.0,35.099999999999994,27.0,49.7,17.4,22.8,76.4,53.6,21.2,10.3,44.2,102.2,1.71,104.6,102.9,96.6,13.5,23.4,Knocked Out
Portland Trail Blazers,24.3,44,38,2016,True,38.6,85.9,45.0,28.1,57.4,49.0,10.5,28.5,37.0,33.2,51.1,17.4,23.0,75.4,54.800000000000004,21.3,11.6,45.5,105.1,0.83,108.8,108.0,96.0,13.2,25.9,Knocked Out
Detroit Pistons,25.0,44,38,2016,True,37.9,86.4,43.9,28.9,60.2,48.0,9.0,26.2,34.5,30.3,49.1,17.1,25.5,66.8,52.2,19.4,12.5,46.3,102.0,0.61,106.1,105.5,95.1,12.2,27.0,Knocked Out
Houston Rockets,27.8,41,41,2016,True,37.7,83.5,45.2,27.0,52.6,51.4,10.7,30.9,34.699999999999996,37.0,51.6,20.4,29.4,69.39999999999999,55.300000000000004,22.2,11.3,43.1,106.5,0.2,108.3,108.1,97.6,14.2,25.7,Knocked Out
Dallas Mavericks,30.3,42,40,2016,True,37.4,84.1,44.4,27.5,55.6,49.5,9.8,28.6,34.4,33.900000000000006,50.2,17.7,22.3,79.4,54.400000000000006,22.1,9.2,43.1,102.3,-0.3,106.7,107.0,94.3,12.0,20.6,Knocked Out
Washington Wizards,27.3,41,41,2016,False,39.5,85.8,46.0,30.8,61.6,50.1,8.6,24.2,35.8,28.199999999999996,51.1,16.5,22.5,73.0,54.400000000000006,24.5,9.1,41.8,104.1,-0.5,105.3,105.8,98.5,13.1,20.6,Never Qualified
Chicago Bulls,27.6,42,40,2016,False,38.6,87.4,44.1,30.7,66.1,46.400000000000006,7.9,21.4,37.1,24.4,48.699999999999996,16.5,21.0,78.7,52.6,22.8,11.1,46.3,101.6,-1.48,105.0,106.5,95.7,12.6,24.5,Never Qualified
Orlando Magic,23.9,35,47,2016,False,39.5,86.8,45.5,31.8,64.7,49.2,7.8,22.2,35.0,25.5,50.0,15.2,20.1,75.7,53.300000000000004,23.6,10.3,43.3,102.1,-1.62,105.1,106.8,96.0,12.8,23.1,Never Qualified
Sacramento Kings,26.6,33,49,2016,False,40.0,86.4,46.400000000000006,32.0,64.0,50.0,8.0,22.4,35.9,26.0,51.0,18.5,25.5,72.5,54.6,24.5,10.6,44.2,106.6,-2.48,106.0,108.4,100.0,14.2,23.9,Never Qualified
Memphis Grizzlies,30.5,42,40,2016,True,36.8,83.6,44.0,30.7,65.1,47.099999999999994,6.1,18.5,33.1,22.2,47.699999999999996,19.3,24.7,78.3,52.400000000000006,20.7,11.2,41.6,99.1,-2.24,105.4,107.8,93.3,12.3,25.3,Knocked Out
New York Knicks,27.2,32,50,2016,False,36.9,84.0,43.9,29.4,62.5,47.099999999999994,7.4,21.5,34.599999999999994,25.6,48.3,17.2,21.4,80.5,52.7,20.5,10.4,44.4,98.4,-2.73,104.6,107.6,93.4,12.6,23.7,Never Qualified
Denver Nuggets,24.7,33,49,2016,False,37.7,85.4,44.2,29.7,61.7,48.199999999999996,8.0,23.7,33.800000000000004,27.700000000000003,48.9,18.5,24.1,76.6,53.1,22.7,11.5,44.6,101.9,-3.1,105.6,108.9,95.7,13.2,25.8,Never Qualified
Minnesota Timberwolves,24.6,29,53,2016,False,37.7,81.3,46.400000000000006,32.2,64.9,49.6,5.5,16.4,33.800000000000004,20.200000000000003,49.8,21.4,27.0,79.2,54.900000000000006,23.4,10.0,41.6,102.4,-3.54,106.5,110.1,95.2,13.9,24.3,Never Qualified
New Orleans Pelicans,26.6,30,52,2016,False,38.5,85.9,44.800000000000004,29.9,62.1,48.199999999999996,8.6,23.8,36.0,27.700000000000003,49.8,17.3,22.2,77.60000000000001,53.7,22.2,9.5,42.6,102.7,-3.79,105.6,109.5,96.8,12.3,21.2,Never Qualified
Milwaukee Bucks,23.5,33,49,2016,False,38.4,82.2,46.7,33.0,66.6,49.5,5.4,15.6,34.5,18.9,49.9,17.0,22.7,74.7,53.7,23.1,10.5,41.7,99.0,-4.18,104.3,108.7,94.2,14.2,24.9,Never Qualified
Phoenix Suns,26.0,23,59,2016,False,37.2,85.6,43.5,28.2,59.8,47.199999999999996,9.0,25.8,34.8,30.2,48.699999999999996,17.5,23.2,75.1,52.6,20.7,11.5,44.8,100.9,-6.66,102.2,109.0,98.5,15.2,25.4,Never Qualified
Brooklyn Nets,26.9,21,61,2016,False,38.2,84.4,45.300000000000004,31.8,66.0,48.1,6.5,18.4,35.199999999999996,21.8,49.2,15.7,20.7,75.7,52.7,22.3,10.5,42.4,98.6,-7.35,103.2,110.9,95.2,13.6,24.1,Never Qualified
Los Angeles Lakers,26.5,17,65,2016,False,35.1,84.8,41.4,27.3,60.2,45.4,7.8,24.6,31.7,28.999999999999996,46.0,19.3,24.7,78.10000000000001,50.9,18.0,10.7,43.0,97.3,-9.56,101.6,111.6,95.6,12.5,23.1,Never Qualified
Philadelphia 76ers,23.3,10,72,2016,False,36.2,84.0,43.1,26.9,56.5,47.599999999999994,9.3,27.5,33.900000000000006,32.7,48.699999999999996,15.7,22.6,69.39999999999999,51.9,21.5,9.5,41.2,97.4,-10.23,98.8,109.2,97.9,14.8,20.6,Never Qualified
Golden State Warriors,28.2,67,15,2017,True,43.1,87.1,49.5,31.1,55.8,55.7,12.0,31.2,38.3,35.9,56.3,17.8,22.6,78.8,59.699999999999996,30.4,9.4,44.4,115.9,11.63,115.6,104.0,99.8,13.2,22.8,Champion
San Antonio Spurs,29.6,61,21,2017,True,39.3,83.7,46.9,30.1,60.2,50.0,9.2,23.5,39.1,28.1,52.400000000000006,17.6,22.0,79.7,56.39999999999999,23.8,10.0,43.9,105.3,7.2,111.1,103.5,94.2,12.6,24.0,Knocked Out
Houston Rockets,27.4,55,27,2017,True,40.3,87.2,46.2,25.9,46.9,55.2,14.4,40.3,35.699999999999996,46.2,54.50000000000001,20.3,26.5,76.6,58.3,25.2,10.9,44.4,115.3,5.77,114.7,109.0,100.0,13.3,24.6,Knocked Out
Toronto Raptors,26.1,51,31,2017,True,39.2,84.4,46.400000000000006,30.3,60.0,50.5,8.8,24.3,36.3,28.9,51.7,19.7,24.7,79.60000000000001,56.10000000000001,18.5,10.6,43.3,106.9,4.21,112.3,107.8,94.7,11.8,25.0,Knocked Out
Los Angeles Clippers,30.0,51,31,2017,True,39.5,83.2,47.5,29.3,55.8,52.5,10.3,27.4,37.5,32.9,53.7,19.3,26.0,74.5,57.4,22.5,9.0,43.0,108.7,4.29,112.7,108.2,96.1,12.0,21.5,Knocked Out
Utah Jazz,26.8,51,31,2017,True,37.0,79.5,46.6,27.3,53.5,51.1,9.6,26.0,37.2,32.7,52.6,17.1,22.9,74.7,56.3,20.1,9.4,43.2,100.7,3.94,109.6,105.3,91.6,13.2,23.2,Knocked Out
Cleveland Cavaliers,29.2,51,31,2017,True,39.9,84.9,47.0,26.9,51.0,52.800000000000004,13.0,33.9,38.4,39.900000000000006,54.7,17.5,23.3,74.8,57.99999999999999,22.7,9.3,43.7,110.3,3.18,113.6,110.3,96.2,12.6,21.9,Runner-Up
Boston Celtics,25.9,53,29,2017,True,38.6,85.1,45.4,26.6,51.7,51.5,12.0,33.4,35.9,39.300000000000004,52.5,18.7,23.2,80.7,56.699999999999996,25.2,9.1,42.0,108.0,2.63,111.2,108.4,96.8,12.2,21.2,Knocked Out
Washington Wizards,26.0,49,33,2017,True,41.3,87.0,47.5,32.1,62.3,51.5,9.2,24.8,37.2,28.4,52.800000000000004,17.3,22.1,78.4,56.39999999999999,23.9,10.3,42.9,109.2,1.8,111.2,109.3,97.4,12.8,24.1,Knocked Out
Miami Heat,26.5,41,41,2017,False,39.0,85.8,45.5,29.2,58.8,49.6,9.9,27.0,36.5,31.4,51.2,15.2,21.6,70.6,54.1,21.2,10.6,43.6,103.2,1.06,107.8,106.7,95.2,12.4,24.2,Never Qualified
Oklahoma City Thunder,24.7,47,35,2017,True,39.5,87.4,45.2,31.0,61.6,50.4,8.4,25.8,32.7,29.5,50.0,19.2,25.8,74.5,54.0,21.0,12.2,46.6,106.6,0.76,108.3,107.5,97.8,13.2,27.9,Knocked Out
Memphis Grizzlies,29.5,43,39,2017,True,36.4,83.6,43.5,27.0,57.1,47.3,9.4,26.5,35.4,31.6,49.1,18.3,23.4,78.4,53.5,21.3,10.8,42.8,100.5,0.49,107.7,107.1,92.3,12.1,24.8,Knocked Out
Denver Nuggets,25.2,40,42,2017,False,41.2,87.7,46.9,30.6,58.9,51.9,10.6,28.8,36.8,32.9,53.0,18.7,24.2,77.4,56.8,25.3,11.8,46.4,111.7,0.51,113.2,112.7,98.3,13.2,27.3,Never Qualified
Chicago Bulls,26.9,41,41,2017,True,38.6,87.1,44.4,31.0,64.8,47.9,7.6,22.3,34.0,25.6,48.699999999999996,18.0,22.5,79.80000000000001,53.0,22.6,12.2,46.3,102.9,0.43,107.4,107.0,95.3,12.3,27.0,Knocked Out
Charlotte Hornets,26.5,36,46,2017,False,37.7,85.4,44.2,27.7,56.7,48.8,10.0,28.6,35.099999999999994,33.5,50.1,19.4,23.8,81.5,54.7,23.1,8.8,43.6,104.9,0.2,108.8,108.6,95.7,10.7,19.9,Never Qualified
Indiana Pacers,27.0,42,40,2017,True,39.3,84.5,46.5,30.6,61.5,49.8,8.6,23.0,37.6,27.200000000000003,51.6,17.9,22.1,81.0,55.800000000000004,22.5,9.0,42.0,105.1,-0.22,108.6,108.8,95.9,12.8,21.2,Knocked Out
Milwaukee Bucks,25.6,42,40,2017,True,38.8,81.9,47.4,30.0,58.2,51.6,8.8,23.7,37.0,28.999999999999996,52.7,17.2,22.4,76.8,56.49999999999999,24.2,8.8,40.4,103.6,-0.18,109.1,109.3,94.5,13.2,21.5,Knocked Out
Portland Trail Blazers,24.8,41,41,2017,True,39.5,86.1,45.9,29.2,58.4,49.9,10.4,27.7,37.5,32.2,52.0,18.5,23.7,78.0,55.900000000000006,21.1,10.1,43.7,107.9,-0.52,110.3,110.8,96.7,12.5,23.0,Knocked Out
Atlanta Hawks,27.9,43,39,2017,True,38.1,84.4,45.1,29.2,58.3,50.1,8.9,26.1,34.1,30.9,50.4,18.1,24.9,72.8,54.1,23.6,10.3,44.3,103.2,-0.85,104.9,105.7,97.4,14.2,23.6,Knocked Out
Detroit Pistons,25.4,37,45,2017,False,39.9,88.8,44.9,32.2,65.5,49.2,7.7,23.4,33.0,26.3,49.2,13.9,19.3,71.89999999999999,52.1,21.1,11.1,45.7,101.3,-1.12,106.0,107.1,95.0,10.9,24.1,Never Qualified
Minnesota Timberwolves,24.0,31,51,2017,False,39.5,84.4,46.7,32.1,63.4,50.7,7.3,21.0,34.9,24.9,51.1,19.3,24.2,79.9,55.50000000000001,23.7,11.4,42.4,105.6,-1.11,110.8,112.0,94.6,12.9,27.2,Never Qualified
New Orleans Pelicans,25.7,34,48,2017,False,39.1,87.0,45.0,29.8,60.2,49.5,9.4,26.8,35.0,30.8,50.4,16.7,22.3,75.0,53.900000000000006,22.8,8.6,43.7,104.3,-2.1,105.2,107.4,98.0,11.7,18.5,Never Qualified
Dallas Mavericks,27.6,33,49,2017,False,36.2,82.3,44.0,25.5,52.2,48.9,10.7,30.2,35.5,36.6,50.5,14.8,18.5,80.10000000000001,54.1,20.8,7.9,38.6,97.9,-2.93,105.6,108.8,92.2,11.6,18.1,Never Qualified
New York Knicks,27.3,31,51,2017,False,39.6,88.5,44.7,31.0,63.8,48.5,8.6,24.7,34.8,27.900000000000002,49.6,16.6,21.1,78.8,53.400000000000006,21.8,12.0,45.2,104.3,-3.67,107.7,111.5,96.0,12.4,26.6,Never Qualified
Sacramento Kings,27.9,32,50,2017,False,37.9,82.1,46.1,28.9,58.2,49.6,9.0,23.9,37.6,29.099999999999998,51.6,18.1,23.3,77.5,55.60000000000001,22.5,8.7,41.1,102.8,-3.88,107.3,111.3,94.9,13.7,21.0,Never Qualified
Phoenix Suns,25.0,24,58,2017,False,39.9,88.5,45.0,32.4,65.9,49.1,7.5,22.6,33.2,25.5,49.3,20.4,26.3,77.60000000000001,53.800000000000004,19.6,11.9,45.0,107.7,-5.63,106.6,112.2,100.3,13.4,26.0,Never Qualified
Philadelphia 76ers,24.6,28,54,2017,False,37.7,85.3,44.2,27.5,55.5,49.6,10.1,29.8,34.0,34.9,50.1,17.0,22.0,77.10000000000001,53.900000000000006,23.8,9.8,42.8,102.4,-5.7,103.2,108.9,98.5,14.9,22.4,Never Qualified
Brooklyn Nets,26.0,20,62,2017,False,37.8,85.2,44.4,27.1,53.6,50.6,10.7,31.6,33.800000000000004,37.1,50.7,19.4,24.6,78.8,55.1,21.4,8.8,43.9,105.8,-6.73,104.1,110.7,101.3,14.7,19.6,Never Qualified
Orlando Magic,25.3,29,53,2017,False,38.3,87.0,44.0,29.7,60.9,48.8,8.5,26.1,32.800000000000004,30.0,48.9,16.0,21.4,74.7,52.400000000000006,22.2,9.8,43.2,101.1,-6.57,103.7,110.5,96.8,12.1,21.6,Never Qualified
Los Angeles Lakers,25.1,26,56,2017,False,39.3,87.4,45.0,30.4,61.6,49.3,8.9,25.7,34.599999999999994,29.5,50.1,17.0,22.6,75.4,53.7,20.9,11.4,43.5,104.6,-6.88,106.0,113.0,98.5,13.5,25.0,Never Qualified
Houston Rockets,29.8,65,17,2018,True,38.7,84.2,46.0,23.4,41.9,55.800000000000004,15.3,42.3,36.199999999999996,50.2,55.1,19.6,25.1,78.10000000000001,59.0,21.5,9.0,43.5,112.4,8.48,114.7,106.1,97.6,12.7,21.3,Knocked Out
Toronto Raptors,25.8,59,23,2018,True,41.3,87.4,47.199999999999996,29.5,54.4,54.1,11.8,33.0,35.8,37.7,53.900000000000006,17.3,21.8,79.4,57.49999999999999,24.3,9.8,44.0,111.7,7.78,113.8,105.9,97.4,12.1,23.0,Knocked Out
Golden State Warriors,28.8,58,24,2018,True,42.8,85.1,50.3,31.5,56.2,56.00000000000001,11.3,28.9,39.1,33.900000000000006,56.89999999999999,16.6,20.3,81.5,60.3,29.3,8.4,43.5,113.5,5.98,113.6,107.6,99.6,14.1,21.0,Champion
Utah Jazz,26.7,48,34,2018,True,38.3,82.9,46.2,27.5,53.3,51.5,10.8,29.6,36.6,35.699999999999996,52.7,16.8,21.5,77.9,56.39999999999999,22.4,9.0,43.3,104.1,4.3,108.4,103.9,95.7,13.7,21.5,Knocked Out
Philadelphia 76ers,25.8,52,30,2018,True,40.8,86.6,47.199999999999996,29.9,56.7,52.6,11.0,29.8,36.9,34.4,53.5,17.1,22.8,75.2,56.8,27.1,10.9,47.4,109.8,4.5,109.5,105.0,99.8,14.6,25.3,Knocked Out
Boston Celtics,24.7,55,27,2018,True,38.3,85.1,45.0,26.9,54.7,49.1,11.5,30.4,37.7,35.699999999999996,51.800000000000004,16.0,20.7,77.10000000000001,55.2,22.5,9.4,44.5,104.0,3.59,107.6,103.9,96.0,13.0,21.5,Knocked Out
Oklahoma City Thunder,27.3,48,34,2018,True,39.9,88.1,45.300000000000004,29.1,57.7,50.5,10.7,30.4,35.4,34.5,51.4,17.3,24.2,71.6,54.6,21.3,12.5,45.1,107.9,3.41,110.7,107.2,96.7,12.4,27.7,Knocked Out
San Antonio Spurs,29.3,47,35,2018,True,39.0,85.4,45.7,30.6,61.2,49.9,8.5,24.1,35.199999999999996,28.199999999999996,50.7,16.1,20.9,77.2,54.300000000000004,22.8,10.4,44.2,102.7,2.89,107.9,104.8,95.0,12.2,23.7,Knocked Out
Portland Trail Blazers,25.6,49,33,2018,True,39.3,87.0,45.2,29.0,58.8,49.3,10.3,28.1,36.6,32.4,51.1,16.7,20.9,80.0,54.900000000000006,19.5,10.2,45.5,105.6,2.6,109.1,106.4,96.5,12.3,23.3,Knocked Out
Minnesota Timberwolves,27.1,47,35,2018,True,41.0,86.1,47.599999999999994,33.0,63.6,51.9,8.0,22.5,35.699999999999996,26.1,52.300000000000004,19.4,24.1,80.4,56.599999999999994,22.7,10.3,42.0,109.5,2.23,113.4,111.1,96.0,11.4,24.4,Knocked Out
Denver Nuggets,25.1,46,36,2018,False,40.7,86.6,47.0,29.2,55.7,52.5,11.5,30.9,37.1,35.699999999999996,53.6,17.1,22.3,76.7,56.99999999999999,25.1,11.0,44.5,110.0,1.48,112.5,111.0,96.8,13.4,25.7,Never Qualified
Indiana Pacers,26.2,48,34,2018,True,40.8,86.4,47.199999999999996,31.8,61.9,51.300000000000004,9.0,24.5,36.9,28.4,52.5,14.9,19.2,77.9,55.7,22.2,9.6,42.3,105.6,1.38,109.5,108.1,96.0,12.3,22.7,Knocked Out
New Orleans Pelicans,27.6,48,34,2018,True,42.7,88.3,48.3,32.5,60.1,54.0,10.2,28.2,36.199999999999996,31.900000000000002,54.1,16.1,20.9,77.2,57.3,26.8,8.7,44.3,111.7,1.3,109.6,108.3,100.5,13.3,20.0,Knocked Out
Cleveland Cavaliers,30.6,50,32,2018,True,40.4,84.8,47.599999999999994,28.4,52.6,54.0,12.0,32.1,37.2,37.9,54.7,18.1,23.3,77.9,58.4,23.4,8.5,42.1,110.9,0.94,112.9,111.9,98.0,12.6,20.1,Runner-Up
Washington Wizards,26.9,43,39,2018,True,39.9,85.6,46.7,30.0,59.1,50.8,9.9,26.5,37.5,31.0,52.5,16.8,21.8,77.2,56.00000000000001,25.2,10.0,43.1,106.6,0.59,109.3,108.7,96.6,13.3,23.5,Knocked Out
Miami Heat,26.5,44,38,2018,True,38.8,85.3,45.5,27.8,54.8,50.8,11.0,30.6,36.0,35.8,52.0,14.7,19.5,75.5,55.1,22.7,9.3,43.5,103.4,0.48,106.8,106.3,95.6,13.3,21.5,Knocked Out
Charlotte Hornets,26.6,36,46,2018,False,39.0,86.7,45.0,28.9,59.4,48.699999999999996,10.0,27.2,36.9,31.4,50.8,20.2,27.0,74.7,54.900000000000006,21.6,10.1,45.5,108.2,0.26,109.4,109.1,98.4,11.4,22.2,Never Qualified
Los Angeles Clippers,27.0,42,40,2018,False,40.3,85.4,47.099999999999994,30.8,58.6,52.5,9.5,26.8,35.4,31.4,52.7,19.0,25.5,74.3,56.39999999999999,22.3,10.1,43.9,109.0,0.04,110.3,110.2,98.7,13.2,23.5,Never Qualified
Detroit Pistons,25.9,39,43,2018,False,39.1,86.9,45.0,28.3,58.0,48.8,10.8,28.9,37.3,33.300000000000004,51.2,14.7,19.8,74.5,54.300000000000004,22.8,10.1,43.7,103.8,-0.15,107.2,107.3,96.2,12.3,22.7,Never Qualified
Milwaukee Bucks,25.9,44,38,2018,True,39.7,83.0,47.8,31.0,58.3,53.1,8.8,24.7,35.5,29.7,53.1,18.3,23.4,78.3,57.099999999999994,23.2,8.4,39.8,106.5,-0.3,109.8,110.1,96.2,12.9,20.4,Knocked Out
Los Angeles Lakers,23.7,35,47,2018,False,40.7,88.4,46.1,30.7,59.3,51.7,10.0,29.1,34.5,32.9,51.7,16.6,23.3,71.39999999999999,54.800000000000004,23.8,10.7,46.4,108.1,-1.55,106.5,108.0,100.3,13.8,23.6,Never Qualified
Dallas Mavericks,27.7,24,58,2018,False,38.1,85.9,44.4,26.4,53.1,49.6,11.8,32.8,36.0,38.2,51.300000000000004,14.2,18.7,76.3,54.400000000000006,22.7,8.1,41.3,102.3,-3.04,106.3,109.5,95.6,11.6,18.0,Never Qualified
New York Knicks,26.3,29,53,2018,False,40.7,87.7,46.400000000000006,32.5,64.4,50.4,8.2,23.3,35.199999999999996,26.6,51.0,14.9,19.0,78.7,54.400000000000006,23.3,10.5,44.0,104.5,-3.56,107.1,110.7,96.8,13.3,24.1,Never Qualified
