,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year
2,3.0,Utah Jazz*,28.5,55.0,27.0,57,25,6.39,-0.69,5.7,112.2,105.6,6.6,95.5,0.363,0.067,0.557,,0.504,13.7,32.7,0.286,,0.475,13.0,68.9,0.214,,Delta Center,806663.0,,1992
3,4.0,Phoenix Suns*,27.0,53.0,29.0,56,26,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.332,0.083,0.556,,0.508,13.1,31.7,0.258,,0.471,13.0,67.7,0.223,,Arizona Veterans Memorial Coliseum,594327.0,,1992
4,5.0,Cleveland Cavaliers*,27.6,57.0,25.0,55,27,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.322,0.101,0.557,,0.506,11.8,30.5,0.259,,0.483,12.3,66.5,0.174,,Coliseum at Richfield,677408.0,,1992
5,6.0,New York Knicks*,27.3,51.0,31.0,52,30,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.295,0.089,0.531,,0.491,13.7,34.6,0.216,,0.471,14.0,71.1,0.248,,Madison Square Garden (IV),726608.0,17879.0,1992
6,7.0,Boston Celtics*,29.2,51.0,31.0,51,31,3.62,-0.21,3.41,110.8,107.0,3.8,95.8,0.266,0.05,0.544,,0.5,12.7,31.9,0.215,,0.469,11.9,68.7,0.22,,Boston Garden,610776.0,14890.0,1992
7,8.0,Golden State Warriors*,25.5,55.0,27.0,50,32,3.9,-0.14,3.77,113.6,109.9,3.7,103.4,0.351,0.103,0.568,,0.524,13.6,31.8,0.262,,0.499,14.9,64.2,0.256,,Oakland-Alameda County Coliseum Arena,616025.0,,1992
8,9.0,San Antonio Spurs*,27.3,47.0,35.0,50,32,3.32,-0.51,2.81,107.5,104.1,3.4,96.2,0.317,0.057,0.528,,0.485,13.9,34.2,0.233,,0.469,13.5,69.8,0.224,,HemisFair Arena,658337.0,16057.0,1992
9,10.0,Detroit Pistons*,30.1,48.0,34.0,47,35,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.307,0.077,0.52,,0.477,13.5,34.9,0.228,,0.468,12.5,68.5,0.204,,The Palace of Auburn Hills,879614.0,21454.0,1992
10,11.0,Seattle SuperSonics*,27.3,47.0,35.0,46,36,1.88,-0.02,1.86,110.7,108.8,1.9,95.4,0.317,0.091,0.538,,0.489,14.0,36.5,0.249,,0.491,14.2,66.8,0.269,,Seattle Center Coliseum,588928.0,,1992
11,12.0,Indiana Pacers*,26.4,40.0,42.0,46,36,1.89,-0.04,1.85,111.7,109.9,1.8,99.0,0.334,0.133,0.566,,0.518,14.7,31.8,0.264,,0.483,12.8,67.4,0.27,,Market Square Arena,517352.0,,1992
12,13.0,Los Angeles Clippers*,27.3,45.0,37.0,44,38,1.07,0.03,1.1,105.8,104.7,1.1,96.5,0.314,0.071,0.524,,0.483,13.6,31.6,0.226,,0.475,14.9,67.5,0.244,,Los Angeles Memorial Sports Arena,500200.0,,1992
13,14.0,Los Angeles Lakers*,28.3,43.0,39.0,38,44,-1.1,0.15,-0.95,107.7,108.9,-1.2,92.5,0.327,0.064,0.516,,0.465,12.0,32.7,0.25,,0.493,13.8,64.0,0.187,,Great Western Forum,699240.0,,1992
14,15.0,Philadelphia 76ers,27.6,35.0,47.0,37,45,-1.27,-0.07,-1.34,108.3,109.7,-1.4,93.7,0.335,0.101,0.539,,0.488,13.8,30.9,0.26,,0.496,13.0,66.4,0.192,,The Spectrum,574137.0,,1992
15,16.0,Atlanta Hawks,27.2,38.0,44.0,37,45,-1.5,0.35,-1.15,107.3,108.9,-1.6,97.8,0.277,0.09,0.519,,0.481,13.0,33.6,0.203,,0.497,13.2,68.3,0.209,,Omni Coliseum,511803.0,,1992
16,17.0,New Jersey Nets*,25.6,40.0,42.0,36,46,-1.7,0.15,-1.54,107.0,108.7,-1.7,98.0,0.265,0.088,0.51,,0.473,14.1,39.1,0.194,,0.488,14.1,66.3,0.247,,Brendan Byrne Arena,517356.0,20049.0,1992
17,18.0,Houston Rockets,28.0,42.0,40.0,36,46,-1.72,-0.22,-1.94,106.2,108.0,-1.8,95.1,0.293,0.139,0.537,,0.499,15.0,30.9,0.216,,0.477,12.5,66.4,0.209,,The Summit,592790.0,15021.0,1992
18,19.0,Milwaukee Bucks,30.2,31.0,51.0,36,46,-1.71,0.26,-1.46,108.8,110.6,-1.8,95.5,0.292,0.139,0.529,,0.486,14.2,35.9,0.221,,0.514,15.3,65.0,0.237,,Bradley Center,635515.0,,1992
19,20.0,Charlotte Hornets,25.2,31.0,51.0,31,51,-3.9,0.33,-3.57,107.1,110.9,-3.8,101.7,0.286,0.049,0.527,,0.485,13.0,31.1,0.216,,0.51,14.1,65.4,0.222,,Charlotte Coliseum,971618.0,,1992
20,21.0,Miami Heat*,24.4,38.0,44.0,30,52,-4.21,0.27,-3.94,106.7,110.9,-4.2,97.7,0.33,0.106,0.532,,0.479,14.6,33.0,0.26,,0.508,13.9,67.6,0.235,,Miami Arena,613583.0,,1992
21,22.0,Washington Bullets,26.1,25.0,57.0,29,53,-4.46,0.11,-4.35,103.9,108.4,-4.5,97.7,0.268,0.074,0.514,,0.471,13.3,28.9,0.208,,0.493,14.0,66.2,0.235,,Capital Centre,505988.0,,1992
22,23.0,Sacramento Kings,25.1,29.0,53.0,26,56,-6.06,0.44,-5.63,103.9,109.9,-6.0,99.6,0.301,0.094,0.525,,0.482,14.3,28.5,0.225,,0.493,13.9,64.2,0.233,,ARCO Arena (II),697574.0,,1992
23,24.0,Orlando Magic,26.6,21.0,61.0,23,59,-6.91,0.4,-6.52,103.5,110.5,-7.0,98.0,0.319,0.086,0.514,,0.467,14.6,32.4,0.238,,0.502,13.5,67.8,0.26,,Orlando Arena,621191.0,,1992
24,25.0,Minnesota Timberwolves,26.4,15.0,67.0,23,59,-7.05,0.2,-6.85,105.0,112.4,-7.4,95.1,0.253,0.054,0.505,,0.467,12.4,31.5,0.188,,0.497,13.0,62.3,0.244,,Target Center,769035.0,,1992
25,26.0,Denver Nuggets,25.7,24.0,58.0,21,61,-7.87,0.28,-7.59,100.7,108.6,-7.9,98.6,0.28,0.057,0.493,,0.451,14.9,34.8,0.207,,0.494,14.7,68.0,0.279,,McNichols Sports Arena,534323.0,,1992
26,27.0,Dallas Mavericks,28.2,22.0,60.0,21,61,-7.65,0.18,-7.47,103.0,111.1,-8.1,94.4,0.281,0.112,0.501,,0.458,13.1,31.2,0.211,,0.483,11.5,67.8,0.259,,Reunion Arena,634380.0,,1992
27,,League Average,27.2,,,41,41,0.0,0.0,0.0,108.2,108.2,,96.6,0.305,0.087,0.531,,0.487,13.6,32.9,0.232,,0.487,13.6,67.1,0.232,,,642339.0,17555.0,1992
0,1.0,Seattle SuperSonics*,27.7,55.0,27.0,59,23,7.07,-0.42,6.66,112.3,104.9,7.4,96.0,0.316,0.085,0.546,,0.502,13.5,35.5,0.241,,0.489,16.4,67.7,0.26,,Seattle Center Coliseum,646589.0,,1993
1,2.0,Chicago Bulls*,28.1,57.0,25.0,58,24,6.29,-0.1,6.19,112.9,106.1,6.8,92.5,0.271,0.093,0.535,,0.499,12.0,36.3,0.199,,0.493,15.4,68.7,0.239,,Chicago Stadium,759656.0,,1993
2,3.0,Cleveland Cavaliers*,28.8,54.0,28.0,58,24,6.45,-0.15,6.3,112.7,106.0,6.7,94.8,0.308,0.108,0.565,,0.518,12.5,28.1,0.247,,0.482,13.1,69.1,0.185,,Coliseum at Richfield,751465.0,,1993
3,4.0,Phoenix Suns*,28.2,62.0,20.0,57,25,6.66,-0.39,6.27,113.3,106.7,6.6,99.8,0.358,0.154,0.566,,0.521,14.2,33.0,0.27,,0.496,13.9,69.2,0.206,,America West Arena,779943.0,,1993
4,5.0,New York Knicks*,28.3,60.0,22.0,58,24,6.16,-0.29,5.87,106.1,99.7,6.4,94.5,0.336,0.088,0.526,,0.479,14.1,33.1,0.249,,0.444,14.9,72.1,0.294,,Madison Square Garden (IV),804840.0,,1993
5,6.0,Houston Rockets*,27.4,55.0,27.0,53,29,4.23,-0.66,3.57,109.6,105.2,4.4,94.4,0.31,0.159,0.557,,0.515,14.5,30.0,0.235,,0.474,13.4,68.5,0.201,,The Summit,554210.0,,1993
6,7.0,Portland Trail Blazers*,28.2,51.0,31.0,49,33,3.11,-0.19,2.92,108.3,105.2,3.1,99.1,0.347,0.115,0.526,,0.476,12.6,32.7,0.259,,0.488,14.8,71.0,0.237,,Memorial Coliseum,528408.0,12888.0,1993
7,8.0,San Antonio Spurs*,27.5,49.0,33.0,48,34,2.67,-0.46,2.21,109.6,106.8,2.8,95.4,0.347,0.102,0.555,,0.507,13.6,27.8,0.265,,0.477,12.3,70.1,0.221,,HemisFair Arena,658337.0,,1993
8,9.0,Utah Jazz*,29.3,47.0,35.0,47,35,2.17,-0.43,1.74,109.6,107.4,2.2,96.5,0.365,0.061,0.55,,0.498,13.8,31.0,0.279,,0.487,13.9,68.7,0.25,,Delta Center,815892.0,,1993
9,10.0,Indiana Pacers*,26.8,41.0,41.0,46,36,1.7,0.08,1.77,111.9,110.1,1.8,96.0,0.342,0.112,0.547,,0.498,13.5,34.2,0.262,,0.485,12.7,67.4,0.281,,Market Square Arena,530891.0,,1993
10,11.0,Orlando Magic,25.8,41.0,41.0,45,37,1.32,0.03,1.35,108.5,107.1,1.4,96.3,0.372,0.133,0.554,,0.509,15.5,31.4,0.271,,0.473,11.9,68.8,0.232,,Orlando Arena,621191.0,,1993
11,12.0,New Jersey Nets*,27.3,43.0,39.0,45,37,1.26,-0.05,1.2,106.5,105.2,1.3,96.0,0.319,0.069,0.522,,0.473,14.4,35.5,0.244,,0.48,14.1,69.5,0.24,,Brendan Byrne Arena,620416.0,,1993
12,13.0,Boston Celtics*,28.6,48.0,34.0,43,39,0.89,0.04,0.93,108.7,107.8,0.9,94.9,0.27,0.054,0.536,,0.495,12.9,31.2,0.21,,0.479,12.9,69.0,0.251,,Boston Garden,608495.0,,1993
13,14.0,Los Angeles Clippers*,26.7,41.0,41.0,42,40,0.35,-0.03,0.33,107.4,107.1,0.3,99.1,0.297,0.067,0.53,,0.493,13.9,32.7,0.213,,0.489,15.1,66.7,0.263,,Los Angeles Memorial Sports Arena,532625.0,,1993
14,15.0,Charlotte Hornets*,25.7,44.0,38.0,40,42,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,0.329,0.074,0.547,,0.499,13.8,31.3,0.254,,0.487,12.6,65.0,0.201,,Charlotte Coliseum,971880.0,,1993
15,16.0,Atlanta Hawks*,27.1,43.0,39.0,39,43,-0.87,0.2,-0.67,109.3,110.2,-0.9,97.6,0.305,0.148,0.534,,0.493,14.0,34.8,0.227,,0.516,14.6,68.5,0.224,,Omni Coliseum,491229.0,,1993
16,17.0,Golden State Warriors,25.0,34.0,48.0,38,44,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,0.342,0.118,0.543,,0.502,14.9,34.2,0.245,,0.501,14.0,67.0,0.261,,Oakland-Alameda County Coliseum Arena,616025.0,,1993
17,18.0,Miami Heat,25.2,36.0,46.0,38,44,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,0.361,0.137,0.535,,0.481,13.9,31.9,0.279,,0.495,14.2,69.8,0.274,,Miami Arena,614915.0,,1993
18,19.0,Los Angeles Lakers*,28.0,39.0,43.0,38,44,-1.27,0.06,-1.2,107.6,108.9,-1.3,96.2,0.329,0.09,0.534,,0.486,13.7,31.4,0.249,,0.5,14.3,66.4,0.215,,Great Western Forum,633655.0,,1993
19,20.0,Detroit Pistons,29.9,40.0,42.0,37,45,-1.39,0.29,-1.1,107.4,108.9,-1.5,93.2,0.271,0.126,0.511,,0.473,12.5,34.6,0.198,,0.5,13.5,67.8,0.212,,The Palace of Auburn Hills,889614.0,,1993
20,21.0,Denver Nuggets,24.8,36.0,46.0,36,46,-1.74,-0.4,-2.14,104.6,106.3,-1.7,99.8,0.324,0.062,0.518,,0.47,14.5,33.6,0.245,,0.476,13.9,68.9,0.263,,McNichols Sports Arena,586407.0,,1993
21,22.0,Sacramento Kings,26.5,25.0,57.0,33,49,-3.17,0.17,-3.0,106.5,109.6,-3.1,100.8,0.337,0.108,0.53,,0.481,14.1,30.7,0.257,,0.502,15.1,66.7,0.292,,ARCO Arena (II),709997.0,,1993
22,23.0,Milwaukee Bucks,26.9,28.0,54.0,31,51,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,0.301,0.135,0.535,,0.495,14.8,30.5,0.223,,0.502,15.7,62.5,0.266,,Bradley Center,660939.0,,1993
23,24.0,Philadelphia 76ers,27.1,26.0,56.0,26,56,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,0.319,0.133,0.53,,0.479,14.4,28.1,0.251,,0.504,13.3,65.9,0.188,,The Spectrum,515284.0,,1993
24,25.0,Washington Bullets,26.1,22.0,60.0,23,59,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,0.298,0.082,0.523,,0.48,14.2,28.8,0.223,,0.51,13.6,67.1,0.219,,Capital Centre,558966.0,,1993
25,26.0,Minnesota Timberwolves,25.8,19.0,63.0,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,0.344,0.087,0.535,,0.479,15.9,28.7,0.275,,0.503,13.5,66.3,0.269,,Target Center,754593.0,,1993
26,27.0,Dallas Mavericks,24.9,11.0,71.0,10,72,-15.2,0.52,-14.68,99.5,114.7,-15.2,99.5,0.299,0.115,0.495,,0.455,15.1,31.1,0.21,,0.519,13.5,68.1,0.347,,Reunion Arena,554724.0,,1993
27,,League Average,27.1,,,41,41,0.0,0.0,0.0,108.0,108.0,,96.8,0.323,0.104,0.536,,0.491,14.0,32.0,0.243,,0.491,14.0,68.0,0.243,,,658192.0,12888.0,1993
0,1.0,Seattle SuperSonics*,28.1,63.0,19.0,64,18,9.09,-0.41,8.68,111.1,101.5,9.6,95.1,0.344,0.105,0.547,,0.501,13.7,34.4,0.256,,0.479,18.2,67.3,0.272,,Seattle Center Coliseum,601369.0,,1994
1,2.0,New York Knicks*,28.9,57.0,25.0,60,22,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.311,0.135,0.527,,0.483,15.1,34.4,0.232,,0.451,16.0,71.4,0.261,,Madison Square Garden (IV),810193.0,19763.0,1994
2,3.0,San Antonio Spurs*,29.0,55.0,27.0,56,26,5.26,-0.21,5.05,110.4,104.6,5.8,90.1,0.322,0.107,0.537,,0.494,13.6,35.6,0.239,,0.467,11.7,70.5,0.196,,Alamodome,904190.0,18726.0,1994
3,4.0,Atlanta Hawks*,28.7,57.0,25.0,56,26,5.27,-0.33,4.94,107.2,101.7,5.5,94.2,0.294,0.118,0.523,,0.48,13.6,34.6,0.221,,0.475,16.0,67.7,0.185,,Omni Coliseum,537547.0,,1994
4,5.0,Phoenix Suns*,28.7,56.0,26.0,54,28,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.325,0.147,0.548,,0.509,13.9,35.2,0.236,,0.493,13.5,69.3,0.202,,America West Arena,779952.0,,1994
5,6.0,Utah Jazz*,29.4,53.0,29.0,53,29,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.354,0.083,0.537,,0.49,13.3,31.3,0.262,,0.469,14.6,68.4,0.267,,Delta Center,814502.0,,1994
6,7.0,Houston Rockets*,28.1,58.0,24.0,53,29,4.32,-0.12,4.19,105.9,101.4,4.5,95.0,0.294,0.191,0.545,,0.507,15.0,27.6,0.218,,0.458,13.3,69.7,0.192,,The Summit,615227.0,16611.0,1994
7,8.0,Cleveland Cavaliers*,27.9,47.0,35.0,52,30,4.02,-0.39,3.64,109.4,105.1,4.3,91.7,0.335,0.121,0.537,,0.487,12.8,31.8,0.258,,0.484,14.5,69.0,0.215,,Coliseum at Richfield,753686.0,,1994
8,9.0,Orlando Magic*,25.8,50.0,32.0,52,30,3.89,-0.21,3.68,110.8,106.7,4.1,95.2,0.341,0.165,0.547,,0.514,14.4,33.8,0.231,,0.479,13.3,66.3,0.214,,Orlando Arena,626931.0,,1994
9,10.0,Indiana Pacers*,27.2,47.0,35.0,51,31,3.45,-0.19,3.26,107.8,104.2,3.6,93.3,0.366,0.077,0.547,,0.5,16.0,34.4,0.27,,0.471,14.9,68.0,0.267,,Market Square Arena,531812.0,,1994
10,11.0,Chicago Bulls*,27.7,55.0,27.0,50,32,3.09,-0.22,2.87,106.1,102.7,3.4,91.9,0.273,0.097,0.526,,0.493,14.6,33.8,0.192,,0.482,15.3,70.8,0.225,,Chicago Stadium,760816.0,,1994
11,12.0,Miami Heat*,26.0,42.0,40.0,48,34,2.67,-0.27,2.4,109.5,106.7,2.8,93.8,0.322,0.145,0.538,,0.488,14.3,35.3,0.253,,0.479,14.5,69.1,0.284,,Miami Arena,617242.0,,1994
12,13.0,Portland Trail Blazers*,28.6,47.0,35.0,48,34,2.63,-0.04,2.6,108.1,105.5,2.6,98.8,0.323,0.104,0.518,,0.472,12.5,34.4,0.24,,0.49,14.8,70.8,0.235,,Memorial Coliseum,528408.0,12888.0,1994
13,14.0,New Jersey Nets*,26.6,45.0,37.0,47,35,2.2,-0.08,2.11,107.2,104.9,2.3,95.5,0.351,0.096,0.515,,0.461,12.7,34.0,0.267,,0.475,13.5,69.1,0.212,,Brendan Byrne Arena,658304.0,20049.0,1994
14,15.0,Golden State Warriors*,25.0,50.0,32.0,46,36,1.74,0.01,1.76,108.3,106.5,1.8,99.1,0.322,0.12,0.542,,0.512,14.9,32.9,0.214,,0.488,14.7,64.4,0.21,,Oakland-Alameda County Coliseum Arena,616025.0,,1994
15,16.0,Denver Nuggets*,24.8,42.0,40.0,45,37,1.49,0.05,1.54,103.9,102.3,1.6,96.1,0.357,0.088,0.524,,0.478,15.3,32.2,0.256,,0.453,13.4,69.6,0.252,,McNichols Sports Arena,673738.0,17171.0,1994
16,17.0,Charlotte Hornets,27.6,41.0,41.0,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,0.301,0.129,0.543,,0.5,13.6,29.2,0.23,,0.492,13.2,67.0,0.205,,Charlotte Coliseum,971609.0,,1994
17,18.0,Boston Celtics,27.8,32.0,50.0,29,53,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,0.284,0.068,0.521,,0.482,13.5,29.3,0.207,,0.494,13.7,67.8,0.238,,Boston Garden,604867.0,14890.0,1994
18,19.0,Los Angeles Lakers,26.5,33.0,49.0,29,53,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,0.269,0.11,0.503,,0.466,12.8,33.2,0.193,,0.492,14.3,63.2,0.24,,Great Western Forum,545915.0,14147.0,1994
19,20.0,Los Angeles Clippers,27.0,27.0,55.0,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,0.297,0.116,0.521,,0.484,15.4,30.4,0.211,,0.494,14.0,64.1,0.213,,Los Angeles Memorial Sports Arena,471034.0,,1994
20,21.0,Sacramento Kings,26.7,28.0,54.0,26,56,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,0.326,0.104,0.516,,0.471,14.2,30.4,0.239,,0.499,14.2,66.4,0.252,,ARCO Arena (II),710497.0,,1994
21,22.0,Milwaukee Bucks,26.1,20.0,62.0,24,58,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,0.32,0.15,0.512,,0.471,14.7,31.1,0.225,,0.513,15.7,66.5,0.254,,Bradley Center,634047.0,,1994
22,23.0,Minnesota Timberwolves,26.2,20.0,62.0,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,0.352,0.085,0.525,,0.471,16.4,30.1,0.272,,0.488,12.8,68.0,0.259,,Target Center,733419.0,,1994
23,24.0,Washington Bullets,25.8,24.0,58.0,22,60,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,0.317,0.109,0.529,,0.484,15.3,31.2,0.237,,0.526,14.0,66.2,0.206,,US Airways Arena,619756.0,,1994
24,25.0,Philadelphia 76ers,27.2,25.0,57.0,21,61,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,0.31,0.138,0.518,,0.478,15.0,28.0,0.221,,0.502,12.8,66.6,0.177,,The Spectrum,491769.0,,1994
25,26.0,Detroit Pistons,27.5,20.0,62.0,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,0.244,0.148,0.511,,0.477,13.7,28.4,0.179,,0.493,12.8,66.1,0.262,,The Palace of Auburn Hills,806641.0,18410.0,1994
26,27.0,Dallas Mavericks,25.3,13.0,69.0,19,63,-8.7,0.5,-8.19,100.4,109.6,-9.2,94.5,0.275,0.109,0.492,,0.449,15.0,33.7,0.205,,0.513,15.8,66.1,0.283,,Reunion Arena,526414.0,,1994
27,,League Average,27.3,,,41,41,0.0,0.0,0.0,106.3,106.3,,95.1,0.315,0.117,0.528,,0.485,14.3,32.2,0.232,,0.485,14.3,67.8,0.232,,,664663.0,19181.0,1994
0,1.0,Utah Jazz*,29.6,60.0,22.0,61,21,7.99,-0.23,7.76,114.3,105.7,8.6,92.6,0.392,0.126,0.587,,0.535,14.8,29.1,0.306,,0.496,15.5,72.5,0.292,,Delta Center,811159.0,,1995
1,2.0,Seattle SuperSonics*,28.7,57.0,25.0,61,21,8.18,-0.27,7.91,114.8,106.3,8.5,95.5,0.38,0.194,0.575,,0.527,14.1,32.6,0.288,,0.492,16.1,68.7,0.278,,Tacoma Dome,633604.0,17368.0,1995
2,3.0,Orlando Magic*,26.6,57.0,25.0,59,23,7.06,-0.62,6.44,115.1,107.8,7.3,95.1,0.357,0.205,0.569,,0.539,14.0,34.0,0.239,,0.49,13.3,68.4,0.22,,Orlando Arena,656410.0,,1995
3,4.0,San Antonio Spurs*,29.0,62.0,20.0,57,25,5.96,-0.06,5.9,111.7,105.4,6.3,94.6,0.372,0.173,0.562,,0.516,13.8,30.9,0.275,,0.485,13.0,72.3,0.214,,Alamodome,920413.0,33072.0,1995
4,5.0,Chicago Bulls*,28.1,47.0,35.0,54,28,4.83,-0.51,4.32,109.5,104.3,5.2,92.0,0.308,0.177,0.546,,0.509,14.5,32.9,0.224,,0.488,16.7,68.2,0.263,,United Center,926218.0,,1995
5,6.0,Phoenix Suns*,29.2,59.0,23.0,51,31,3.88,-0.02,3.86,114.5,110.4,4.1,95.9,0.338,0.227,0.567,,0.524,12.7,29.7,0.255,,0.515,14.0,69.8,0.228,,America West Arena,779943.0,,1995
6,7.0,Portland Trail Blazers*,29.3,44.0,38.0,52,30,3.82,-0.02,3.8,109.7,105.7,4.0,93.8,0.313,0.177,0.521,,0.483,13.0,37.1,0.218,,0.491,14.8,73.5,0.277,,Memorial Coliseum,529759.0,12888.0,1995
7,8.0,Indiana Pacers*,28.7,52.0,30.0,52,30,3.7,-0.34,3.35,109.6,105.6,4.0,90.0,0.383,0.158,0.557,,0.507,15.5,32.8,0.287,,0.493,15.8,68.6,0.237,,Market Square Arena,654428.0,14601.0,1995
8,9.0,Charlotte Hornets*,28.0,50.0,32.0,50,32,3.28,-0.41,2.87,109.6,106.1,3.5,91.2,0.317,0.219,0.562,,0.517,14.3,26.0,0.247,,0.485,13.8,68.5,0.202,,Charlotte Coliseum,971618.0,23698.0,1995
9,10.0,New York Knicks*,29.4,55.0,27.0,50,32,3.11,-0.33,2.78,107.2,103.8,3.4,91.2,0.331,0.226,0.55,,0.508,15.1,28.6,0.243,,0.468,14.4,70.8,0.281,,Madison Square Garden (IV),810283.0,19763.0,1995
10,11.0,Houston Rockets*,28.5,47.0,35.0,47,35,2.12,0.2,2.32,109.7,107.4,2.3,94.2,0.31,0.267,0.568,,0.529,15.0,26.9,0.232,,0.489,13.9,67.7,0.199,,The Summit,653389.0,16503.0,1995
11,12.0,Atlanta Hawks*,28.2,42.0,40.0,45,37,1.28,-0.22,1.06,106.6,105.2,1.4,89.8,0.292,0.237,0.525,,0.487,13.9,31.6,0.211,,0.495,15.6,68.4,0.215,,Omni Coliseum,504807.0,10291.0,1995
12,13.0,Denver Nuggets*,26.6,41.0,41.0,43,39,0.84,0.11,0.96,109.1,108.2,0.9,91.5,0.357,0.18,0.556,,0.511,15.6,32.0,0.263,,0.487,13.2,70.2,0.257,,McNichols Sports Arena,704011.0,,1995
13,14.0,Cleveland Cavaliers*,28.3,43.0,39.0,43,39,0.62,-0.07,0.55,105.3,104.6,0.7,84.8,0.317,0.165,0.52,,0.472,14.2,31.8,0.241,,0.493,15.0,72.4,0.224,,Gund Arena,833850.0,20562.0,1995
14,15.0,Los Angeles Lakers*,25.9,48.0,34.0,40,42,-0.22,0.21,-0.01,109.1,109.4,-0.3,95.2,0.292,0.21,0.539,,0.5,13.4,31.3,0.215,,0.5,14.8,64.4,0.224,,Great Western Forum,591125.0,16760.0,1995
15,16.0,Sacramento Kings,26.4,39.0,43.0,38,44,-1.0,0.26,-0.74,105.5,106.5,-1.0,92.3,0.359,0.16,0.538,,0.496,16.2,32.1,0.255,,0.481,15.0,67.0,0.28,,ARCO Arena (II),709997.0,,1995
16,17.0,Miami Heat,27.1,32.0,50.0,36,46,-1.63,-0.21,-1.85,108.2,109.9,-1.7,92.9,0.317,0.175,0.54,,0.499,14.4,31.7,0.233,,0.51,14.9,68.7,0.264,,Miami Arena,598761.0,14259.0,1995
17,18.0,Boston Celtics*,27.2,35.0,47.0,36,46,-1.88,-0.04,-1.92,108.6,110.6,-2.0,94.0,0.331,0.144,0.537,,0.491,14.3,33.1,0.249,,0.512,13.6,68.6,0.235,,Boston Garden,606070.0,14890.0,1995
18,19.0,Dallas Mavericks,24.3,36.0,46.0,33,49,-2.9,0.51,-2.39,107.6,110.6,-3.0,94.7,0.301,0.163,0.509,,0.466,13.9,38.9,0.221,,0.519,13.7,69.8,0.208,,Reunion Arena,678433.0,17502.0,1995
19,20.0,New Jersey Nets,27.5,30.0,52.0,32,50,-3.13,-0.14,-3.28,105.2,108.6,-3.4,92.3,0.342,0.192,0.519,,0.467,14.4,33.3,0.26,,0.493,12.4,70.9,0.217,,Brendan Byrne Arena,684102.0,15409.0,1995
20,21.0,Milwaukee Bucks,25.7,34.0,48.0,29,53,-4.37,0.07,-4.3,106.2,110.9,-4.7,92.7,0.343,0.205,0.537,,0.496,15.5,31.3,0.244,,0.53,15.3,68.3,0.23,,Bradley Center,670720.0,,1995
21,22.0,Golden State Warriors,26.0,26.0,56.0,27,55,-5.41,0.51,-4.9,106.7,112.2,-5.5,97.9,0.348,0.233,0.547,,0.508,15.9,30.3,0.245,,0.522,13.9,66.5,0.216,,Oakland-Alameda County Coliseum Arena,616025.0,,1995
22,23.0,Philadelphia 76ers,25.1,24.0,58.0,27,55,-5.07,0.01,-5.06,104.1,109.7,-5.6,91.0,0.323,0.142,0.521,,0.475,15.3,32.3,0.238,,0.5,14.6,66.1,0.235,,CoreStates Spectrum,507806.0,,1995
23,24.0,Washington Bullets,24.5,21.0,61.0,26,56,-5.6,0.04,-5.56,105.4,111.3,-5.9,94.5,0.292,0.183,0.529,,0.492,14.3,29.3,0.211,,0.512,14.9,66.7,0.262,,US Airways Arena,689463.0,,1995
24,25.0,Detroit Pistons,26.9,28.0,54.0,22,60,-7.29,0.21,-7.08,105.1,112.9,-7.8,93.2,0.293,0.21,0.538,,0.499,15.0,28.3,0.217,,0.51,14.2,65.8,0.299,,The Palace of Auburn Hills,719090.0,21454.0,1995
25,26.0,Los Angeles Clippers,24.9,17.0,65.0,18,64,-9.16,0.73,-8.43,101.5,111.1,-9.6,94.3,0.302,0.153,0.508,,0.468,14.6,29.6,0.214,,0.526,16.6,65.7,0.29,,Los Angeles Memorial Sports Arena,438244.0,,1995
